index,sentences,abuse,sentiment,offensiveness
14830,이것이 바로 K-근무다...,NON,NEG,NOT
14831,기사만 봐도 뭔가 저렴이 된거 같은 이미지.....,NON,NEU,NOT
14832,목소리 내주는 공인들 대단합니다 또 이상한놈들이 테러할텐데 걱정되기도 하네요 그런놈들이 처벌 받아야하는건데 왜 처벌받지 않고 있는건지 답답합니다,NON,NEG,NOT
14833,아오 시펄련덜아 취한다,ABS,NEG,OFFEN
14834,지금 이번호로 전화해줘~ ,NON,NEG,NOT
14835,병원 홍보 . ㅋㅋ,NON,NEG,NOT
14836,도쿄대가 서울대랑 동급임?,NON,NEU,NOT
14837,케이블로 처음부터 본 일인.. 축구 안보고 배구 명경기 봐서 눈호강함 ㅋㅋㅋ,NON,POS,NOT
14838,이 드라마의 하이라이트는 Jessica&Michael ! 신고,NON,POS,NOT
14839,아 씨 발 병신같은 피시방 밥 9시부터된대 ,ABS,NEG,OFFEN
14840,우리 착한 스팀러들은 자기 정신건강은 자기가 지키도록 하자.,NON,POS,NOT
14841,기리보이가 지 싱글 감성으로 원슈타인 곡뽑아주면 ㅆㅅㅌㅊ일듯,ABS,POS,NOT
14842,분빤 씨발련아 치킨 내놔,ABS,NEG,OFFEN
14843,적당히 패지충분히혼난거 같은데 이러다 또 연예계 비보라도 들리면 어쩌려고,NON,NEU,NOT
14844,니가 사과할때까지 디시절대삭제안해사과에몽씹년아,ABS,NEG,OFFEN
14845,노짱 운지했농...,ABS,NEG,OFFEN
14846,다음주 ㅅㄱ,NON,NEU,NOT
14847,좆돼지년들 ,ABS,NEG,OFFEN
14848,지인이라는새끼 이 사진은 왜 올리냐?,NON,NEU,OFFEN
14849,트레이드엘 뽑을 바에 원슈타인 쳐 뽑아서 컴필앨범 만들지ㅋㅋ,ABS,NEU,NOT
14850,바위든 트럼프처럼 포스가 없다 주변인물도 개노잼임,ABS,NEU,LIKELY
14851,불치병이라 그러려니 해야됨. 매해 범위가 넓어짐,NON,NEU,NOT
14852, 색상 예쁘고 지속력이 좋아요,NON,POS,NOT
14853,귝규시발년아 팔로잉 수로 지랄해서 늘렷다 ,ABS,NEG,OFFEN
14854,"[N인터뷰]① '부세' 한소희 ""찐따 이태오에게 왜 빠졌냐고요? 잘생겨서",NON,NEU,NOT
14855,니애미 시ㅡ발련아 니 좆 커서 젛겠다 개새@끼야 ,ABS,NEG,OFFEN
14856,지뢰병 신분으로 교관이 틀어줘서 본 영화인데 진심 몰입해서 봤음,NON,POS,NOT
14857,아이가 너무 좋아하네요!,NON,POS,NOT
14858,역시 조선일보. 기사의 수준이 다르네.,NON,NEU,NOT
14859,존나 씹덕인 여자 만나고싶다 ,ABS,NEG,LIKELY
14860,왜 수빈이네 아빠가 걱정이 많으시고 집착하는지 알겠음,NON,NEG,NOT
14861,애미뒤진좆목갤차단목록,ABS,NEU,OFFEN
14862,반온스  어티기 먹냐 맥주 반잔?,NON,NEG,NOT
14863,사은품 아로니아 캔디 꼼꼼 한 배송에 감사드려요. 삐아 라스트 립스틱은 작년부터 5개째 재구매 해오고 있어요. 그만큼 추천 합니다.,NON,POS,NOT
14864,아씨발 주말부터 중계 조졌네 바위든 씨발,ABS,NEU,OFFEN
14865,ㄴ라는 내용의 망가 추천좀,NON,NEU,NOT
14866,피부 속까지 촉촉해졌어요 정말 좋은데요 또 구매할거에요,NON,POS,NOT
14867,너무 사랑스럽고 아름답다.,NON,POS,NOT
14868,아엠창좆냥이가긁어도이것보단피많이나올듯 ,ABS,NEG,OFFEN
14869,RM 역시 진정한 멋쟁이네요.항상 응원합니다ㅡ,NON,POS,NOT
14870,애미가 베트남인이면,NON,NEU,NOT
14871,바이스벌사 딜리버리는 은근 ㅈ대네,ABS,NEU,NOT
14872,ㅅㅂ 쇼미9 본선 그냥 쇼미8에 비해 이렇게 될거 같은데,ABS,NEU,OFFEN
14873,강아지가 나 우는데 위로도 안해줌 ,NON,NEG,NOT
14874,제발 알고있잖아요내 가족지인들이 감염될지모르는 상황에서피라맥스 먹이기 쉽게 만들아 주세요피라맥스 안정상 효능 아시잖아요,NON,NEU,NOT
14875,가면갈수록  여름더위 무섭네요  남쪽으로 갈수록 더 심한거같은데  이제 에어컨은 필수인시대인듯  체감온도는 더 할텐데 대구사시는분들 코로나로 더위로  고생이시네요,NON,NEU,NOT
14876,아니..딸치고잣는데 몽정하는건 뭐냐?,ABS,NEG,LIKELY
14877,2200원으로 플레이하기에는 너무 재미있는 게임이 아닌가 생각합니다.,NON,POS,NOT
14878,응디냄새맡노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,NON,NEU,NOT
14879,나더 울 강아지 죽으명 ,NON,NEG,NOT
14880,한국이 일을많이하면 동남아는 죽었겠네..,NON,NEG,NOT
14881,공감되는것도 있고 너무 재마있어욯ㅎ출연자들도 너무 좋고 ㅎㅎㅎ 학교 2015 후아유 홧팅!!^^,NON,POS,NOT
14882,고양이는 귀엽다.,NON,POS,NOT
14883,무물보 보면 그냥 다른사람임,NON,NEU,NOT
14884,갤에서 성형한 새끼들 패는게 제일 재밌음 ,ABS,NEG,OFFEN
14885,디씨 세글자 실명형닉네임새끼들 특징 애미뒤진쥐새끼들 ,ABS,NEG,OFFEN
14886,머야 쟤 근데 존나웃기긴하내 ,ABS,NEG,NOT
14887,자신의 견해가 아닌 정확한 정보와 통계로 이루어진 책이라면 오히려 궁금증이 많지만 부끄러워 물어보지 못하는 청소년들에겐 정말 좋은 책일듯,NON,POS,NOT
14888,ㅂㄹㄹㄹ 소환하는법. ,NON,NEU,NOT
14889,눈알만 내 놓은 아랍여자도 크게 다르지 않지 종교가 필요여부는 모르겠으나 너무 많은 사람을 고통에 몰아 넣고 전쟁을 유발하고 다른 종교간 증오와 갈등 문제가 참 많지,NON,NEG,NOT
14890,요새 영문+국문+국사 특수 달리는데 뒤질것 같다,ABS,NEU,NOT
14891,물개 탐난다.. 존나 퇴폐적으류 생곃어..,ABS,NEG,NOT
14892,꼭 구매하셔서 소장하세요,NON,POS,NOT
14893,페미니스트를 욕하는 나라는 전세계에 우리나라뿐일듯..,NON,NEG,NOT
14894,색감 너무 예쁘고 촉촉하니 좋네요 지속력 말하면 입 아프고 요ㅎㅎ 잘 쓰겠습니다,NON,POS,NOT
14895,이 개그맨 진짜 ㄹㅇ 싫어하는데 이유를 모르겟음 ,NON,NEU,NOT
14896,국내기업이 인수하면 좋게습니다.,NON,NEU,NOT
14897,한국자동차는  노조때문에 다 죽을거야!!!!,NON,NEG,LIKELY
14898,태진아란 넘 진짜 인간 바닥이더라 과거에 유튜브보니.. 유명 했더군 정말,NON,NEG,LIKELY
14899,속보)) 바이든 당선 확정,NON,NEU,NOT
14900,말로하지말고 빨아줘야지,ABS,NEU,LIKELY
14901,스쿨존에서 한참 떨어진 대로를 30으로 어린이보호구역으로 설정해 놓는 멍청이 행정. 도대체 어떤 닭대가리 머리에서 나온건 지?,ABS,NEG,LIKELY
14902,어우 추하다 진짜,ABS,NEG,LIKELY
14903,이런자가 검찰총장까지 했다는것은 나라의 수치다. 이런자가 이런놈이 무슨 대통령을 하나 어림 반푼어치도 없는소리. 잘먹고 잘살기만 한 놈이 어찌 없는 국민의 마음을 헤아릴꼬~,NON,NEG,LIKELY
14904,비싼거사  난 톰포드 쓴다,NON,NEU,NOT
14905,와 씨발 1년지났는데 코볼프 따다다다 존나생각나,ABS,NEU,LIKELY
14906,"그때 정점 찍고 약간 내려오는중. 하나는 히어로물계의 원탑 하나는 메카닉계의 원탑,또하나는 흥행계의 원탑. 숲속 3대1액션과 후반부 합체장면만으로도..",NON,POS,NOT
14907,어휴 준아가 무슨죄냐ㅋㅋㅋㅋ코트보다 재밋는 애인데ㅋㅋㅋㅋㅋ,NON,POS,NOT
14908,전설오직전설적인코미디,NON,POS,NOT
14909,좆리보이 저 씹새끼부터 쳐내야됨,ABS,NEG,OFFEN
14910, 틴트 갑 발색 장난 아니고... 입술 예민해서 다른 틴트는 바르면 아팠는데 이건 전혀 그렇지 않았어요,NON,POS,NOT
14911,던파씨발안할거면서왜한다고하는건데 ,ABS,NEG,OFFEN
14912,문재앙 찬양 방송국,ABS,NEU,LIKELY
14913,후리스 1년만 입어도 때타고 보풀 오지는데,NON,NEU,NOT
14914, 지속력 오래가고 색감도 맘에 들어요,NON,POS,NOT
14915,아무래도 mbc 스포츠 담당 국장 교체해야 할듯...,NON,NEU,LIKELY
14916,편집한새끼 진짜 죽여버리고싶네,ABS,NEU,OFFEN
14917,몽환적이랑 감각적을 샀는데 발색이 좋아요 배송 빨리 와 네오 아주 만족합니다,NON,POS,NOT
14918,새로운 여자만나면 해결됨,NON,NEG,NOT
14919,Sm에 넘어가도 강판은 포스코 재품으로 꼭 사용해라,NON,NEG,NOT
14920,유튜브 급식들은 지코 송민호>>지디 인줄아노,ABS,NEU,NOT
14921,허허허 씨벌 합격했노 ,ABS,NEG,LIKELY
14922,쌍용차는 lg전자 휴대폰 사업부 비슷한거 같음,NON,NEU,NOT
14923,저는 볼 수 없지만. 부모님의 폰으론 접근할 수 있어요. 사실 누구나 맘만 먹으면 볼 수 있다는 건데 성인인증방법에 좀 더 신경을 쓰면 손안의 극장역할을 할 수 있다고 봅니다. 누군가의 창작물이니 존중해야 합니다. 제가 볼수 없는 방법을 찾아주세요.ㅎㅎㅎ,NON,NEU,NOT
14924,3년전만 해도 지나가는 여자만 봐도 조지 워싱턴이 벌떡 서서 아무 여자 잡고 비벼 됐는데 지금은 별 감흥이 없다 그래서 중이 되었다 나무애비타불 도루애미타불 옴마니 밤메노 ~,ABS,NEG,NOT
14925,아니 이새끼들아 이거 웨안쓰냐고 ,ABS,NEG,OFFEN
14926,여러가지 버전으로 잘작동됩니당!! 조아요,NON,POS,NOT
14927,대한민국 '노조' 기생충이 사라지지 않는 이상 개헬임,ABS,NEG,OFFEN
14928,mbc  는  방송 만그만해   어차피  mbc  안본다,NON,NEG,NOT
14929,인스타라방보니까 바이스벌사 그래도 흐뭇해하는거같아서,NON,NEU,NOT
14930,백신이 위중증을 막아주는 걸로 보였으나 시간 지나니 이스라엘에서 백신 접종 완료자도 위중증 환자되고 그 수는 2배로 폭증하는 걸로 밝혀짐. 그래서 이번에 부스터샷 놓는 거고. 결국 백신 효과 없는 걸로 판명됨. 지금 백신으로 인한 우리나라 사망자 수만 580명에 육박하는데 그 독한 걸 1년에 3~4번씩 맞겠다고? 기저질환 없는 멀쩡한 사람도 뒤질꺼다.,ABS,NEU,LIKELY
14931,그냥 둘다 욕쓰는거네,NON,NEU,NOT
14932,하시발 뱅드림하고싶은디 폰용량없덴다ㅡㅡ,ABS,NEG,LIKELY
14933,여배우의 연기력만으로 평점 10점을 뚫고 나가는 영화.,NON,POS,NOT
14934,여기 독일인데 작은 수박 3천원.....  한국 물가가 왜이리 됐을까...?,NON,NEU,NOT
14935,미성년자 성희롱 팬픽을 팬문화라고 바득바득 우기며 쉴드치던 놈들이,NON,NEG,LIKELY
14936,응원합니다.,NON,POS,NOT
14937,너무 예뻐요ㅜㅜ 수량보다 마니 넣어주시고 부채도 넘 예쁘게 됐어요! 이어지는 사진으로 안해서 잔상은 어느정도 있는데 카드는 별로 크게 안느껴져요! 사진 달라도 잔상 안심하게 예쁘게 나왔어용,NON,POS,NOT
14938,인맥그래프성운 1퍼옹 웹드황윙 ㅋㅋㅋㅋㅋ,NON,NEU,NOT
14939,별이랑 리본 시리즈가 도톰하고 이쁘네요,NON,POS,NOT
14940,재미도 드럽게 없는 태권도나 야구는 인간적으로 한채널에서만 하자,NON,NEG,NOT
14941,울갤 찐오브찐 정모 개최 공지 변경 알림 3ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ ,NON,NEU,NOT
14942,떡열이는 지금 지가 뭔 잘못을 얘기했는지도 모른다에 불량식품 건다,NON,NEG,LIKELY
14943,근데 쟤네 셋이 대결인거냐 아니면 셋이 팀인거냐,NON,NEU,NOT
14944,더티하게 굴지 말고 싹수 노란 기업 은 그냥 청산해라.,NON,NEG,OFFEN
14945,왜 랩차력사들이 ㅂㅅ으로 낙인찍혔냐,ABS,NEU,OFFEN
14946,그린그림 존나좋!은데 이씨!~~ㅏㅂㄹ새끼들아,ABS,NEU,OFFEN
14947,오을 토 두번했다 진짜 시발 막대는 레전드더라 ,ABS,NEG,LIKELY
14948,"멋지네요!  열전 모듈을 초소형으로 , 그리고 3D 잉크를 이용해서 제조 비용도 절감했다고 하니 효율성도 좋을 것 같습니다. 온도차를 전기로 바꾸는 발전기능 뿐 아니라 전기로 열을 흡수할 수 있다고 하니 초소형 전자기기 발열 문제를 해결하는 데도 활용가능하고 무척 수요가 많은 기술이 될 것 같습니다. 대단합니다!",NON,POS,NOT
14949,오냐고 오냐고 씨발ㄹ련아 오냐고 !!!!!! ,ABS,NEG,OFFEN
14950,도끼 근황이 어케되냐?,NON,NEU,NOT
14951,3천이면  제보다 이쁘고 젊은 강남애들50번을함,NON,NEU,NOT
14952,버거킹잘알메뉴 ,NON,NEU,NOT
14953,스카이민혁 솔직히 개꿀잼이었음ㅋㅋ,ABS,POS,NOT
14954,띵숙이 페미로 뚝딱 바꿔짐ㅋㅋㅋㅋㅋ,NON,NEU,LIKELY
14955,바이스벌사한테 중독돼서 지금 랩 계속 따라하는중,NON,NEU,NOT
14956,근데 지수 이제 울갤안해? ,NON,NEU,NOT
14957,정공새끼들 존나잘한다,ABS,POS,LIKELY
14958,슬기가 장난친다고 거미인형 아이린어깨위에 올렸는데깜짝놀라서 눈찢어지듯 슬기 야려본거 본후로 이미 인성 알아챘쥬,NON,NEU,LIKELY
14959,장점 친구랑 하면 재미가 극대화됨 단점 친구랑 해야됨,NON,POS,NOT
14960,이분 누구냐,NON,NEU,NOT
14961,아 시발 늦게일어나서 출근못했다자살말린,ABS,NEU,LIKELY
14962,디지면푹잘수있어요..,ABS,NEU,NOT
14963,김연경과 국민을 조롱하는 MBc 니들은 문닫는게 답이다.,NON,NEG,OFFEN
14964,딱 보니 성병이네.,NON,NEU,LIKELY
14965,스카이림보다 길드 퀘스트가 풍부한거같아서 좋았던거같긴한데 너무 반복 퀘스트같아서 아쉬웠음,NON,POS,NOT
14966,회사 적자가 나도 과도한 임금인상을 요구하는 노조를... 어찌 품고 가련지..,NON,NEU,NOT
14967,"정말, 폴 오스터의 '우연'이 아름답다",NON,POS,NOT
14968,그땐단지 재밋고 괴물이나와서엿지만 커서 다시보니 괴물속의 메시지가 묵직하게다가왓다.,NON,POS,NOT
14969,"코로나 백신으로 돈벌이에 혈안이 된 화이자와 모더나! 이들은 약팔이, 장사꾼에 불과하다. 인류의 목숨을 돈벌이에 이용하다니... 이러면서 다국적 제약사는 무슨!!!",NON,NEG,NOT
14970,진짜 시발 좋아했던애 또 생각나네 씨발 아무나 줘패고싶게,ABS,NEG,OFFEN
14971,비 전나  안오다가 휴가철되니 비오네 ㅋㅋ,NON,NEU,NOT
14972,필요하다. . .  아이에게  가르쳐주고  싶어도. . .  나조차  제대로  교육된  어른이  아니니. . .  너무  고민된다.  도움이  필요하다. . .,NON,NEU,NOT
14973,중국여자특) 발은 개이쁨,ABS,POS,LIKELY
14974,좆물농장 이방카 특집이라도 찍어라,ABS,NEU,OFFEN
14975,본인들 어휘력 안 좋은걸 '기분' 나쁘다고 남혐용어로 모는거 한심하다고 생각 안 해요?,NON,NEG,LIKELY
14976,아 좆도관심없어 씨발년아 좀,ABS,NEG,LIKELY
14977,안산 선수 이런 온라인 폭력에 기죽지 마시고 이렇게 다같이 응원하시는 분들이 있다는 거 알아주세요~ 언제나 응원해요!,NON,POS,NOT
14978,"가련하고 불쌍한 놈들.. 자신의 있돈을 모두 탈탈 털어 그렇게도 명품을 갖고 싶더냐.? 명품만을 차지를 할 수 있다면 영혼 마저도 내어 줄 인간들일세.. 그 전에 자신이 명품이 되어야지.. 겉만 번지르르 하게 명품만 치장을 하면 뭐하나..? 속이 비었는 데.. 명품이란, 진정한 자신이 명품이 되었을 때 명품을 치장을 하여도 어느 그 누군들 욕을 하지를 않는 다...",NON,NEG,LIKELY
14979,사랑이 죄는 아니잖아,NON,NEU,NOT
14980,(19) 은꼴,ABS,NEU,LIKELY
14981,윤석열   윤희숙    반문 일시적  인기로    실체는    민주당 간자입니다  ㅡ선거부정 없다고합니다,NON,NEU,NOT
14982,지보다 어린 아이돌 빠는놈은뭐냐,ABS,NEU,NOT
14983,이제 좀 보이지마라.. 철면피...덕택에 이명박 승진이 빨랐지 그덕에 대통령까지 하고. 조방언덕에 이명박이 대통령..,NON,NEG,LIKELY
14984,빨아주다가 목 돌아가버린 남자 ㄷㄷ,ABS,NEU,LIKELY
14985,개씨브ㅏㄹ 니애미 새끼들아 왜 오늘따라 더 우울하게 보이냐,ABS,NEG,OFFEN
14986,만족해요. 색상 이쁩니다,NON,POS,NOT
14987,여름철 온국민이 즐겨먹는 맛있는 수박의 시세가 폭등하였다니... 결과가 있으면 꼭 이유도 있겠죠...? 농민분들 다들 파이팅입니다 ㅎㅎ...,NON,POS,NOT
14988,주말만 기다리게 했던^^ 완소커플~,NON,POS,NOT
14989,나플라 유튭에서 인성갑으로 칭찬받다 떡락한거 개웃기네ㅋㅋ,NON,POS,LIKELY
14990,이시국에 성욕이라도 유지못하면  무슨낙으로 삶? 2세 계획보다 살아남는게 목표인 시대...  성범죄는 막되 성욕구로 자손 번식욕을 유지하게하는 것도 나라의 능력,NON,NEU,LIKELY
14991,시청률에 따라 편성하라고 TV시청료 내는 거 아니다. 이놈들아ᆢ,NON,NEG,LIKELY
14992,더콰 밴틀리 2 노래 존나 좋네 씨발,ABS,POS,NOT
14993,노조땀시 또 외국으로 가냐? 본사도 옮겨라,NON,NEG,NOT
14994,1:49 저거 풀영상 보면 ㅈㄴ 인상쓰는데.. 솔직히 인상쓰면서 저렇게 쿵쿵거린다고 할 필요까지 있나ㅠ 좀 많이 예민한거같음,ABS,NEU,LIKELY
14995,"틀딱 <- 이.키우는.꽃.보규.갈사람,??^~^ ",ABS,NEG,LIKELY
14996,힙갤에 상주하는 릴보이충들 딥플로우 억지로 까는거 지리네,NON,NEU,LIKELY
14997,양궁협회만 한 스포츠 협회가 없다. 경력 나이 다 제끼고 오직 실력 이렇게만하면 좋을텐데.,NON,NEU,NOT
14998,와..나.씨발.이거 야동인줄 알았네.ㅗㅜㅑ,ABS,NEG,LIKELY
14999, 페리페라 색감 진짜 이쁘고 지속력 좋아요,NON,POS,NOT
15000,아주 훌륭합니다 사이즈도 내가 원하는대로 세밀하게 주문가능하니 좋네요 집에 와서 창문 가리는 브라인드로 쓰면서 빔프로젝트를 쏠수있는 화면까지 이용되니 이거야 말로 일석 이조네요 집에서 영화볼만 납니다 ㅎㅎㅎ,NON,POS,NOT
15001,만족합니다!! 재구매각이예요!!,NON,POS,NOT
15002,예아,NON,POS,NOT
15003,아기강아지,NON,NEG,NOT
15004,노래 ㅋㅋㅋㅋㅋ 박보검이 훨 잘하는데;;,NON,NEU,NOT
15005,초선아괴롭힐꺼면돈주고괴롭혀시발년아,ABS,NEG,OFFEN
15006,여기 좆목갤임? ,ABS,NEG,LIKELY
15007,자동차 회사는 노조때문에 인수하는거 아닌데,NON,NEG,NOT
15008,이제깨당았다 서폿이 미드보다 훨어렵다,NON,NEU,NOT
15009,패션 잘아는 힙붕이 있냐?,ABS,NEU,NOT
15010,좌충우돌 강남을녀,ABS,NEU,NOT
15011,롤 3판 연속 존나 유리하던거 다 역전패 당함,ABS,NEU,NOT
15012,이 사진 부세 종방연때 같은데,NON,NEU,NOT
15013,박보검 닮았다,NON,NEU,NOT
15014,"다크나이트 베인이 첫 등장씬, 서든2처럼 헤드샷 당하는고 가슴의 여러탄 박혔는데 살아있는 장면 등등 뭔가 디테일이 없지만 우주 장면, 전차 및 헬기 조종 과 같이 다양한 플레이를 할 수 있어 재미는 있다",NON,POS,NOT
15015,아짤봇이색기나한테구라쳣내스윙스개잘했내진자ㅡㅡ ,ABS,NEG,OFFEN
15016,사과만 하면 책임안져도 되나요?,NON,NEU,NOT
15017,40 건성 2일 색상 좋고 보습력도 좋아 촉촉하네오,NON,POS,NOT
15018,마자 누구에게나 친절하고 웅앵힘내 이지랄하는건 자기의 친절함에 싼값을,ABS,NEG,LIKELY
15019,솔까젓딧ㅋㅋ인맥힙합존나하는거같음,ABS,NEU,NOT
15020,야붕이 아침 먹는다,NON,NEU,NOT
15021,요 난 짱구~! 처럼 못말리~지!,NON,NEU,NOT
15022,페미들 또 몰려다니면서 여론조작하려그러네 ㅋㅋㅋ,ABS,NEG,LIKELY
15023,개씹창놈버러지새끼들 ??? [5/1],ABS,NEG,OFFEN
15024,나는 첫째 낳고 왼쪽발이 생겨서 겨우 다 나아가나 했는데 둘째 생기고 낳고나니 오른쪽발에 또 생김ㅠㅠㅠ 아 정말 싫다ㅠㅠ보습만 잘 해주면 그나마 괜찮은데 발이라 까먹으면 껍질이 일어나면서 갈라져서 따가움ㅠㅠ,NON,NEU,NOT
15025,빼빼로 시발아직도 20개는남앗다 ,ABS,NEG,LIKELY
15026,씨발 이게 한국에서 가능하냐.. ,ABS,NEG,LIKELY
15027,연기자들 연기하는 디테일만 봐도 따봉임,NON,POS,NOT
15028, 색상도 예쁘고 발색도 잘 됩니다. 무엇보다 지속력 좋아서 너무 좋네요. 다음에 또 다른 색도 구입할 예정입니다.,NON,POS,NOT
15029,귀여븐 자슥들 ,ABS,NEG,NOT
15030,재질도 좋고 다른사이트 보다 저렴해서 좋았어요!,NON,POS,NOT
15031,얼국도 완벽하고노래도 잘하고인성 까지 완벽한연예인박보검,NON,NEU,NOT
15032,아 문켓몬 ㅈㄴ 징그럽네;,ABS,NEG,LIKELY
15033,힙알못인데 지금 스카이민혁 뭐냐?,NON,NEU,NOT
15034,아니 대체 성교육 서적에 여성주의 활동가는 왜 끼어잇어? 가만보면 여성계가 여성청소년들에게 있지도 않는 피해망상 주입시키느라 아주 혈안이 되어잇슴 그래야 거기에 선동되는 멍청한 여자들이 또 자기들 지지하고 그걸로 정부에서 예산타먹고 그걸로 먹고 살려고 하겟지 ㅉㅉㅉ 성교육 서적이면 그냥 있는 그대로 신체에 관하여 정확하고 부담없이 알려주는게 목적이어야지 무슨 사상 교육서냐? 여성혐오? 성적대상화? 포르노그라피?가스라이팅? 이런책을 여가부는 추천하고 자빠져 잇겟구만....,NON,NEG,LIKELY
15035,도끼는 솔직히 스윙스보다 존나 구림,ABS,NEU,LIKELY
15036,"예전에 정장세트로 구입했었는데, 만족스러워서 다른 종류의 블라우스를 추가로 구매했습니다! 정장 하면 가격때문에 부담스러웠는데, 여긴 그런게 없어서 좋았습니다.",NON,POS,NOT
15037,ㅋㅋㅋ2천명언제찍냐 빨리찍자 재밌다 하루하류 코로나 환자보는것도 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,NON,NEG,NOT
15038,지난 10년간 중국 투자 실패는 주가에 반영 되었다보나..나머지 노조 특히 고령화한 강성노조의 구조 조정 없인 현기차 기업의 레벨업은 어렵다고 본다,NON,NEG,NOT
15039,4분뒤면축배다리치형,NON,NEU,NOT
15040,발림 발색 지속력도 좋고 넘넘 맘에 듭니다 색 별로 구매했는대 싸게 잘 구매한듯해요,NON,POS,NOT
15041,물개같은 애들을 울갤의 자랑이라고 치켜세워줘야지 ,ABS,NEG,NOT
15042,태국 베트남 싱가포르 넷플릭스 상위권,NON,POS,NOT
15043,이 사회의 성적소수자이고 편견없이 사랑으로 감싸주고 포용해주어야할 이성애자와 동등한 인간이라는 생각을 이 영화를 통해 알게되네요.,NON,POS,NOT
15044,? 너무 궁예..,NON,NEU,NOT
15045,ㅅㅂ 쇼미 실시간으로 못본게 한이네 ㅋㅋㅋㅋ,ABS,NEU,LIKELY
15046,"못난이 채소,과일 이런거 따져 가면서 사니까 환경오염과 자원낭비가 더 심한거 같아요. 게다가 못난이 일수록 당도가 높아서 더 맛있다니까 앞으로는 외관상으로 음식 구별없이 사는걸 자제해야겠네요. 다같이 좋은 소비생활 해봅시다.",NON,POS,NOT
15047,그와중에ㄱ 귀여워 슈발ㅋㅋㅋㅋㅋㅋ 대나무 헬리콥터!  하하 코레렐레,ABS,NEU,NOT
15048,"일부로 제목 ""여성도 많이보네?"" 이렇게 한건가. 빡쳐서 들어오게 만들고 조회수 늘리려고?",NON,NEU,NOT
15049,나는 컴퓨터 모르는 상태에서 조립법 같은 거 알려고 시작했는데... 즐겁고 재밌습니다. 고작 이걸로 컴퓨터를 안다고 떠벌릴 순 없지만 아예 안 하는 것보다 나을 정도의 지식 향상이 됬어요.,NON,POS,NOT
15050,념글 뭐냐 ㅋ.ㅋ 기만쩌내,NON,NEU,NOT
15051,농림부에서 산지 식송 쇼핑몰좀 만들면 안되나? 맨날 농촌은 썩는다는데 소비자 가격은 뛴다 그러고 도대체 중간에서 어떻게 사기를 치는거냐? 그냥 직송으로 제대로 판로 개척하자,NON,NEG,NOT
15052,미륵이 해탈이 이름 커엽농 ㅋㅋ,NON,NEU,NOT
15053,역시    재앙스럽다,ABS,NEG,LIKELY
15054,그래두 노출씬은 십점 만점에 십점!,NON,POS,NOT
15055,미국 재벌은 더 늙기 전에 회사에서 손 떼고 회사는 제3자에게 물려주고 자선 사업하거나 아니면 우주 탐험을 함. 한국 재벌은 죽을 때까지 회사 경영하다가 자식들에게 전부 회사 찢어서 대대로 물려주고 상속세 적게 낼려고 죽어도 안죽은척 병원에 갖혀있다가 죽음. 회사 물려받은 자식들은 별 능력이 없으니 스벅 같은거 수입해서 그거 지분 늘리는걸 업적으로 내세움.,NON,NEG,LIKELY
15056,김용사 사라에몽 좆목 좆같네 ,ABS,NEG,OFFEN
15057,좀 눈 사진을 올리면 댓글을 쳐 달아 애미뒤진녀아,ABS,NEG,OFFEN
15058,백신 맞아도 델타에 감염 된다면서! 바이러스 배출도 한다면서? 그럼 백신 맞아도 변이 나오겠네! 오히려 백신을 뚫고 생긴 변이라 더 강한거 아냐?,NON,NEU,NOT
15059,자 환상체 골라봐 호오 버티네? 그럼 관리구역도 늘리고 더 까다로운 놈들 관리해봐라 호오 버티네? 그냥 여기 다 관리하고 주기적으로 좆같은것도 좀 받아봐라  호오 버티네?,NON,POS,LIKELY
15060,소신있는 발언 넘 감사합니다!! 제발 공정하게 합시다!!제발요!!!소상공인들은 죽어나는데..출퇴근시간 많은 인파..먹고 살려고 출근하는건데 못 하게 할수 없는것  처럼 이젠 국가방역 아무 소용없어요..개인 방역 철저히 해야지..,NON,POS,NOT
15061,하 좆같다,ABS,NEG,LIKELY
15062,군사훈련하고 성벽 쌓은 부인... 조선 여성은 걸스 캔 두 애니띵이었다.,NON,POS,NOT
15063,이런건 저승일보 사주 방가넘이 좋아할 거 같다,NON,NEG,LIKELY
15064,성폭행녀...대참사 jpg,NON,NEU,NOT
15065,잠깐 다른게임 하기위해 손풀기로 아무 인디게임이나 하려다 했는데... 어느새인가 이게 메인게임이 되버렸어... 엄청난 중독성의 게임입니다... 이건 진짜 마약인듯...,NON,POS,NOT
15066,욕처먹기 전에 좋은거 많이 먹어놔야겠네. 운동은 하고 있으니,NON,NEG,NOT
15067,경인선 ㅋㅋㅋㅋ,NON,NEU,NOT
15068,앙기모띠,ABS,NEG,LIKELY
15069,ㅁㅊ자국민이 우선 아닌가~~어느나라 깡통인거야,ABS,NEG,LIKELY
15070,저 가격이면 수입과일을 사 먹겠다.  터무니없는 가격,NON,NEU,NOT
15071,대한민국 부자 많네,NON,POS,NOT
15072,여름비는이런폭염열대야보다 장마나태풍애피해가크정도로 마니내려야여름비답개 2부반바지나소대나시로물노리하는거가치기분조타,NON,POS,NOT
